article_number,consolidated_price,master_price,price_difference,price_difference_pct,has_discrepancy
1494782,6.76,13.93,-7.17,-51.47164393395549,True
1735652,36.015,56.45,-20.435000000000002,-36.20017714791852,True
1601824,59.2,57.42,1.7800000000000011,3.099965168930688,True
1525487,58.31,91.39,-33.08,-36.19652040704672,True
1555879,37.6,36.47,1.1300000000000026,3.0984370715656775,True
1556978,57.6,57.81,-0.21000000000000085,-0.363258951738455,True
5834593,62.84,87.32,-24.47999999999999,-28.034814475492432,True
24057,63.94,62.23,1.7100000000000009,2.747870801864054,True
1711224,65.0,94.28,-29.28,-31.056427662282566,True
75032,14.7,14.7,0.0,0.0,False
21512,6.2,6.2,0.0,0.0,False
1603575,22.5,37.1,-14.600000000000001,-39.353099730458226,True
1562557,51.92,50.36,1.5600000000000023,3.09769658459095,True
1699566,39.71,49.48,-9.769999999999996,-19.74535165723524,True
21613,8.78,8.78,0.0,0.0,False
1717060,114.37,114.37,0.0,0.0,False
1573234,29.16,45.7,-16.540000000000003,-36.19256017505471,True
1562590,69.60000000000001,67.51,2.0900000000000034,3.095837653680941,True
22291,3.5,3.5,0.0,0.0,False
1428389,65.48,112.91,-47.42999999999999,-42.00690815693915,True
1647825,76.0,73.72,2.280000000000001,3.0927835051546406,True
1704325,46.17,48.5,-2.3299999999999983,-4.804123711340202,True
20756,4.95,0.0,4.95,0.0,True
1738798,153.0,149.94,3.0600000000000023,2.0408163265306136,True
28031,10.45,10.45,0.0,0.0,False
21265,4.9,4.9,0.0,0.0,False
1694641,94.01,139.34,-45.33,-32.53193627099182,True
1553003,52.65,93.9,-41.25000000000001,-43.929712460063904,True
1593121,34.0,38.02,-4.020000000000003,-10.57338243029985,True
43874,20.25,20.25,0.0,0.0,False
1687198,58.0,60.38,-2.3800000000000026,-3.941702550513419,True
1594969,36.47,42.99,-6.520000000000003,-15.166317748313569,True
1590441,39.45,61.82,-22.369999999999997,-36.18570042057586,True
1661142,26.08,30.98,-4.900000000000002,-15.816655907036806,True
1554412,36.26,56.83,-20.57,-36.195671300369526,True
1596741,25.48,39.94,-14.459999999999997,-36.204306459689526,True
1554410,36.26,56.83,-20.57,-36.195671300369526,True
1633225,37.6,36.47,1.1300000000000026,3.0984370715656775,True
1574355,26.51,43.29,-16.779999999999998,-38.76183876183876,True
1514261,25.81,30.67,-4.860000000000003,-15.84610368438214,True
6510054,23.47,27.89,-4.420000000000002,-15.847974184295452,True
1618957,165.6,162.29,3.3100000000000023,2.039558814467929,True
1551355,60.45,81.19,-20.739999999999995,-25.545017859342277,True
1570240,22.95,41.52,-18.570000000000004,-44.725433526011564,True
1652517,34.79,54.53,-19.740000000000002,-36.200256739409504,True
21666,3.74,3.74,0.0,0.0,False
1736374,12.74,19.97,-7.229999999999999,-36.204306459689526,True
1540541,29.73,29.13,0.6000000000000014,2.0597322348094798,True
1540947,20.0,30.26,-10.260000000000002,-33.906146728354265,True
1601617,46.87,45.4,1.4699999999999989,3.237885462555064,True
1541142,24.76,51.04,-26.279999999999998,-51.489028213166144,True
72766,13.2,13.2,0.0,0.0,False
1596727,42.63,66.82,-24.18999999999999,-36.20173600718346,True
1452139,62.59,63.88,-1.2899999999999991,-2.0194113963681892,True
65301,19.56,21.5,-1.9400000000000013,-9.023255813953494,True
1719834,85.48,85.48,0.0,0.0,False
1593054,43.66,50.51,-6.850000000000001,-13.56167095624629,True
1518945,21.81,35.71,-13.900000000000002,-38.924670960515265,True
22426,9.75,9.75,0.0,0.0,False
25044,6.3,6.3,0.0,0.0,False
1689261,27.2,42.62,-15.419999999999998,-36.18019709056781,True
1599090,14.95,23.42,-8.470000000000002,-36.165670367207525,True
24625,6.3,6.3,0.0,0.0,False
1649408,99.56,113.78,-14.219999999999999,-12.497802777289504,True
1600054,78.4,86.0,-7.599999999999994,-8.837209302325574,True
1747163,44.4,40.24,4.159999999999997,10.337972166998002,True
1604468,87.60000000000001,127.8,-40.19999999999999,-31.455399061032857,True
1540411,40.9,40.08,0.8200000000000003,2.045908183632735,True
1623582,30.8,38.02,-7.220000000000002,-18.99000526038927,True
21466,4.5,4.5,0.0,0.0,False
1601396,52.0,52.38,-0.38000000000000256,-0.725467735777019,True
28125,10.95,10.95,0.0,0.0,False
8347307,43.66,50.51,-6.850000000000001,-13.56167095624629,True
810317,2.0,2.0,0.0,0.0,False
1582000,27.5,33.93,-6.43,-18.950781019746536,True
1571182,34.55,54.14,-19.590000000000003,-36.18396749168822,True
1745902,81.63,94.25,-12.620000000000005,-13.389920424403186,True
1623904,20.6,39.96,-19.36,-48.448448448448445,True
20676,11.4,11.4,0.0,0.0,False
1574286,45.98,66.84,-20.860000000000007,-31.20885697187314,True
25716,3.5,3.5,0.0,0.0,False
1588256,43.92,42.6,1.3200000000000003,3.0985915492957754,True
1633187,48.4,46.95,1.4499999999999957,3.0883919062832708,True
1548627,24.95,37.75,-12.8,-33.90728476821192,True
29197,6.3,6.3,0.0,0.0,False
1708907,49.245,77.18,-27.93500000000001,-36.194610002591354,True
1544263,29.3,47.85,-18.55,-38.76698014629049,True
8835071,31.92,30.96,0.9600000000000009,3.1007751937984525,True
1561689,40.9,40.08,0.8200000000000003,2.045908183632735,True
1633352,44.4,43.07,1.3299999999999983,3.087996285117247,True
1654760,18.0,29.68,-11.68,-39.35309973045822,True
1571154,36.51,57.22,-20.71,-36.19363858790633,True
1747230,31.6,30.65,0.9500000000000028,3.0995106035889166,True
1713374,51.6,51.6,0.0,0.0,False
1556468,38.8,37.64,1.1599999999999966,3.081827842720501,True
992575,3.1,3.1,0.0,0.0,False
1737873,48.83,46.15,2.6799999999999997,5.80715059588299,True
1590759,53.41,87.17,-33.760000000000005,-38.72892050017208,True
1557822,38.03,44.0,-5.969999999999999,-13.568181818181815,True
1599251,42.63,66.82,-24.18999999999999,-36.20173600718346,True
1710223,64.82000000000001,64.82,1.4210854715202004e-14,2.192356481826906e-14,False
25197,5.5,5.5,0.0,0.0,False
23310,7.100000000000001,7.1,1.7763568394002505e-15,2.5019110414088036e-14,False
27428,12.35,12.35,0.0,0.0,False
1656290,47.92,46.96,0.9600000000000009,2.0442930153321996,True
1604643,96.0,131.92,-35.91999999999999,-27.22862340812613,True
1541429,65.6,63.63,1.9699999999999918,3.096023888103083,True
1559145,53.95,62.69,-8.739999999999995,-13.941617482852124,True
1633358,57.2,55.48,1.720000000000006,3.1002162941600684,True
1663051,94.25,94.25,0.0,0.0,False
1598873,25.48,39.94,-14.459999999999997,-36.204306459689526,True
23887,31.61,42.84,-11.230000000000004,-26.21381886087769,True
1627681,37.0,57.98,-20.979999999999997,-36.18489134184201,True
24440,3.85,3.85,0.0,0.0,False
958307,2.65,2.65,0.0,0.0,False
1657242,44.4,43.07,1.3299999999999983,3.087996285117247,True
1623358,6.890000000000001,6.68,0.21000000000000085,3.1437125748503125,True
1603593,26.0,42.87,-16.869999999999997,-39.351527874970834,True
890277,6.44,6.44,0.0,0.0,False
1560811,23.47,27.89,-4.420000000000002,-15.847974184295452,True
1547093,22.28,38.41,-16.129999999999995,-41.99427232491538,True
1557718,64.82000000000001,75.0,-10.179999999999993,-13.573333333333323,True
24998,6.3,6.3,0.0,0.0,False
27478,3.9,3.9,0.0,0.0,False
1743292,98.52,113.75,-15.230000000000004,-13.389010989010993,True
1548560,20.06,24.21,-4.150000000000002,-17.141676992978116,True
1661753,43.66,50.51,-6.850000000000001,-13.56167095624629,True
22757,5.5,5.5,0.0,0.0,False
8347384,43.66,48.44,-4.780000000000001,-9.867877786952935,True
1679060,62.86,55.87,6.990000000000002,12.511186683372118,True
1748181,26.78,46.17,-19.39,-41.99696772796188,True
74878,11.7,11.7,0.0,0.0,False
1428084,15.2,29.49,-14.29,-48.45710410308579,True
74608,4.95,4.95,0.0,0.0,False
21119,9.38,9.38,0.0,0.0,False
27971,5.95,5.95,0.0,0.0,False
1536615,79.2,87.76,-8.560000000000002,-9.753874202370103,True
1511214,34.45,47.85,-13.399999999999999,-28.00417972831766,True
1556733,58.4,56.65,1.75,3.089143865842895,True
20681,4.97,0.0,4.97,0.0,True
22468,17.5,17.5,0.0,0.0,False
23667,63.94,67.28,-3.3400000000000034,-4.964328180737223,True
20393,23.88,23.88,0.0,0.0,False
1588704,50.02,58.27,-8.25,-14.158228934271493,True
1673777,33.0,38.52,-5.520000000000003,-14.330218068535833,True
1554541,39.69,62.21,-22.520000000000003,-36.199967850827846,True
1713786,53.52,47.83,5.690000000000005,11.89629939368598,True
865487,2.35,2.35,0.0,0.0,False
1638572,80.23,92.63,-12.399999999999991,-13.386591816905963,True
1708213,21.5,21.5,0.0,0.0,False
1658317,40.4,39.19,1.2100000000000009,3.087522327124269,True
24916,21.13,21.13,0.0,0.0,False
1650064,29.45,44.56,-15.110000000000003,-33.90933572710952,True
1547323,18.0,33.37,-15.369999999999997,-46.05933473179502,True
1550473,68.4,93.99,-25.58999999999999,-27.226300670284065,True
23285,11.0,11.0,0.0,0.0,False
1748177,26.78,46.17,-19.39,-41.99696772796188,True
1748801,79.28,98.81,-19.53,-19.765205950814696,True
1593104,34.0,40.07,-6.07,-15.148490142251061,True
24083,3.9,3.9,0.0,0.0,False
22280,4.42,4.42,0.0,0.0,False
29241,4.3,4.3,0.0,0.0,False
82730,3.5,3.5,0.0,0.0,False
1482888,38.03,44.0,-5.969999999999999,-13.568181818181815,True
1697558,28.99,35.03,-6.040000000000003,-17.242363688267208,True
1698002,74.18,74.18,0.0,0.0,False
1528436,44.86,63.24,-18.380000000000003,-29.063883617963317,True
1495882,21.15,38.41,-17.259999999999998,-44.9362145274668,True
951501,2.5,2.5,0.0,0.0,False
1748707,73.7,103.98,-30.28,-29.12098480477015,True
2050225,21.33,25.35,-4.020000000000003,-15.857988165680483,True
1315111,35.53,55.68,-20.15,-36.18893678160919,True
1518330,16.0,26.38,-10.379999999999999,-39.34799090219863,True
79281,11.7,11.7,0.0,0.0,False
1652184,34.06,53.38,-19.32,-36.19333083551892,True
28480,6.9,6.9,0.0,0.0,False
1632429,22.0,37.64,-15.64,-41.55154091392136,True
1693190,22.02,37.1,-15.080000000000002,-40.64690026954178,True
23686,3.95,3.95,0.0,0.0,False
1659539,40.92,64.13,-23.209999999999994,-36.19210977701543,True
1661772,36.48,42.99,-6.510000000000005,-15.143056524773213,True
1507623,83.60000000000001,81.09,2.510000000000005,3.095326180786786,True
1545791,75.60000000000001,82.92,-7.319999999999993,-8.827785817655563,True
82366,16.95,16.95,0.0,0.0,False
1729427,31.5,49.39,-17.89,-36.221907268677874,True
1573894,20.92,34.18,-13.259999999999998,-38.7946167349327,True
1583572,67.2,67.51,-0.3100000000000023,-0.45919123092875463,True
20496,29.3,29.3,0.0,0.0,False
1511701,48.31,46.1,2.210000000000001,4.793926247288505,True
1698291,100.01,114.37,-14.36,-12.555740141645536,True
1635583,52.3,63.8,-11.5,-18.025078369905955,True
1589228,116.59,140.24,-23.650000000000006,-16.86394751853965,True
1492100,29.73,29.13,0.6000000000000014,2.0597322348094798,True
28967,27.05,27.05,0.0,0.0,False
1500423,43.66,48.04,-4.380000000000003,-9.11740216486262,True
25713,3.5,3.5,0.0,0.0,False
1688547,26.55,26.55,0.0,0.0,False
1636156,68.77,74.59,-5.820000000000007,-7.8026545113286065,True
1623588,20.0,37.25,-17.25,-46.308724832214764,True
27510,4.25,4.25,0.0,0.0,False
1747199,53.2,48.21,4.990000000000002,10.350549678489944,True
24317,11.45,11.45,0.0,0.0,False
1593555,34.0,40.07,-6.07,-15.148490142251061,True
1596096,74.03,85.48,-11.450000000000003,-13.394946186242398,True
1736134,30.135,45.82,-15.684999999999999,-34.231776516804885,True
1559953,37.23,43.88,-6.650000000000006,-15.154968094804023,True
1626639,21.32,33.41,-12.089999999999996,-36.186770428015556,True
1592286,23.82,27.89,-4.07,-14.593044101828614,True
1541071,18.76,38.67,-19.91,-51.48694078096716,True
1653019,34.3,53.76,-19.46,-36.19791666666667,True
1675810,26.95,42.24,-15.290000000000003,-36.19791666666667,True
22516,9.0,9.0,0.0,0.0,False
1626014,28.91,45.31,-16.400000000000002,-36.19510041933348,True
1499321,29.79,31.37,-1.5800000000000018,-5.036659228562327,True
21146,18.3,18.3,0.0,0.0,False
1627196,57.82,90.62,-32.800000000000004,-36.19510041933348,True
992327,4.350000000000001,4.35,1.7763568394002505e-15,4.0835789411500014e-14,False
6466382,25.52,24.75,0.7699999999999996,3.1111111111111094,True
73456,18.75,18.75,0.0,0.0,False
1718257,50.51,50.93,-0.4200000000000017,-0.8246612998232903,True
22090,19.58,26.67,-7.090000000000003,-26.584176977877778,True
1451107,42.0,40.74,1.259999999999998,3.092783505154634,True
1744085,92.89,107.25,-14.36,-13.389277389277387,True
21970,5.62,5.62,0.0,0.0,False
1572707,40.67,63.74,-23.07,-36.19391277063069,True
1526924,31.85,49.92,-18.07,-36.19791666666667,True
1638668,23.47,27.89,-4.420000000000002,-15.847974184295452,True
1647632,58.0,56.26,1.740000000000002,3.092783505154643,True
1702949,62.3,75.65,-13.350000000000009,-17.64705882352942,True
22663,6.5,6.5,0.0,0.0,False
1647930,60.0,61.69,-1.6899999999999977,-2.739503971470251,True
1626836,34.55,54.14,-19.590000000000003,-36.18396749168822,True
7059985,101.4,139.34,-37.94,-27.228362279316777,True
25026,6.3,6.3,0.0,0.0,False
1595566,82.0,96.41,-14.409999999999997,-14.946582304740168,True
1408254,9.31,14.59,-5.279999999999999,-36.189170664838926,True
1544045,76.83,76.83,0.0,0.0,False
1725493,135.07,135.07,0.0,0.0,False
1632414,25.0,45.78,-20.78,-45.391000436872,True
1661329,15.78,19.64,-3.860000000000001,-19.653767820773936,True
1524417,42.14,69.12,-26.980000000000004,-39.03356481481482,True
21808,9.36,9.36,0.0,0.0,False
24914,54.0,68.4,-14.400000000000006,-21.052631578947377,True
1626136,36.26,56.83,-20.57,-36.195671300369526,True
74583,4.95,4.95,0.0,0.0,False
1627040,44.1,70.66,-26.559999999999995,-37.58845174073025,True
1534383,26.71,41.86,-15.149999999999999,-36.192068800764446,True
25468,3.48,3.48,0.0,0.0,False
1733145,138.37,170.83,-32.46000000000001,-19.00134636773401,True
22176,42.5,48.15,-5.649999999999999,-11.734164070612668,True
1651649,32.83,46.94,-14.11,-30.059650617809968,True
1631771,56.25,97.0,-40.75,-42.01030927835052,True
1711992,101.4,142.64,-41.23999999999998,-28.911946158160397,True
25388,58.3,76.85,-18.549999999999997,-24.137931034482758,True
1470661,36.7,42.46,-5.759999999999998,-13.565708902496462,True
1701343,51.97,60.63,-8.660000000000004,-14.283358073560947,True
25463,4.350000000000001,4.35,1.7763568394002505e-15,4.0835789411500014e-14,False
1601086,44.4,43.07,1.3299999999999983,3.087996285117247,True
1444962,86.4,107.19,-20.789999999999992,-19.395465994962212,True
23769,31.9,31.9,0.0,0.0,False
1655232,91.98,135.22,-43.239999999999995,-31.9775181186215,True
1586378,19.52,40.24,-20.720000000000002,-51.491053677932406,True
1653888,72.0,96.03,-24.03,-25.023430178069354,True
1598625,115.58,139.39,-23.809999999999988,-17.081569696534896,True
1665196,99.75,115.17,-15.420000000000002,-13.388903360250065,True
1548422,21.32,25.72,-4.399999999999999,-17.10730948678071,True
1509174,19.0,36.86,-17.86,-48.45360824742268,True
1570410,29.93,51.6,-21.67,-41.99612403100775,True
1595697,36.47,42.99,-6.520000000000003,-15.166317748313569,True
1541075,17.96,37.02,-19.060000000000002,-51.48568341437061,True
1660888,83.0,93.89,-10.89,-11.598679305570348,True
1661485,25.81,30.67,-4.860000000000003,-15.84610368438214,True
1673937,22.5,35.28,-12.780000000000001,-36.224489795918366,True
1590374,45.57,66.31,-20.740000000000002,-31.277333735484845,True
1696986,41.58,48.31,-6.730000000000004,-13.930863175326028,True
1601672,31.6,30.65,0.9500000000000028,3.0995106035889166,True
1745183,23.58,27.79,-4.210000000000001,-15.149334292911124,True
1548438,21.45,32.46,-11.010000000000002,-33.91866913123845,True
1711067,89.7,126.59,-36.89,-29.14132237933486,True
1748176,26.78,46.17,-19.39,-41.99696772796188,True
1744858,81.63,94.25,-12.620000000000005,-13.389920424403186,True
1537772,68.0,79.63,-11.629999999999995,-14.605048348612327,True
1690899,45.33,71.04,-25.710000000000008,-36.190878378378386,True
1586318,14.76,30.42,-15.660000000000002,-51.47928994082841,True
24766,63.94,62.23,1.7100000000000009,2.747870801864054,True
1597677,40.43,63.36,-22.93,-36.19002525252525,True
1612541,54.84,64.64,-9.799999999999997,-15.160891089108908,True
1533919,27.93,39.94,-12.009999999999998,-30.070105157736606,True
1655916,77.7,92.23,-14.530000000000001,-15.754093028298819,True
28617,8.86,8.86,0.0,0.0,False
1742497,26.07,30.98,-4.91,-15.848934796642997,True
1748130,19.8,34.14,-14.34,-42.00351493848857,True
