article_number,price,source
1518382,13.0,Bestand Odoo
1518383,13.0,Bestand Odoo
1518393,22.5,Bestand Odoo
1518396,22.5,Bestand Odoo
1518415,87.60000000000001,Bestand Odoo
1518416,88.0,Bestand Odoo
1518442,82.8,Bestand Odoo
1518443,82.8,Bestand Odoo
1518444,87.0,Bestand Odoo
1518452,71.4,Bestand Odoo
1518454,71.4,Bestand Odoo
1518481,105.0,Bestand Odoo
1518508,16.0,Bestand Odoo
1518511,16.0,Bestand Odoo
1518512,16.0,Bestand Odoo
1518514,16.0,Bestand Odoo
1518585,99.99000000000001,Bestand Odoo
1518586,61.2,Bestand Odoo
1518623,77.35000000000001,Bestand Odoo
1518624,77.35000000000001,Bestand Odoo
1518625,77.35000000000001,Bestand Odoo
1518945,21.81,Bestand Odoo
1518972,30.14,Bestand Odoo
1519031,36.26,Bestand Odoo
1519571,78.0,Bestand Odoo
1519573,78.0,Bestand Odoo
1519575,78.0,Bestand Odoo
1519593,96.0,Bestand Odoo
1519596,96.0,Bestand Odoo
1519597,96.0,Bestand Odoo
1519599,96.0,Bestand Odoo
1519601,96.0,Bestand Odoo
1519602,96.0,Bestand Odoo
1519604,84.60000000000001,Bestand Odoo
1519616,96.0,Bestand Odoo
1519624,78.0,Bestand Odoo
1519641,78.0,Bestand Odoo
1519656,73.96000000000001,Bestand Odoo
1519659,73.8,Bestand Odoo
1519672,74.0,Bestand Odoo
1519673,73.8,Bestand Odoo
1519680,73.8,Bestand Odoo
1519685,109.2,Bestand Odoo
1519728,60.0,Bestand Odoo
1519733,60.0,Bestand Odoo
1519735,60.0,Bestand Odoo
1519809,98.4,Bestand Odoo
1519810,98.4,Bestand Odoo
1519811,98.4,Bestand Odoo
1519813,98.4,Bestand Odoo
1519816,98.4,Bestand Odoo
1519819,98.0,Bestand Odoo
1519821,98.14,Bestand Odoo
1519829,33.0,Bestand Odoo
1519830,33.0,Bestand Odoo
1519833,38.4,Bestand Odoo
1520006,84.0,Bestand Odoo
1520007,84.0,Bestand Odoo
1520075,84.0,Bestand Odoo
1520076,84.0,Bestand Odoo
1520078,84.0,Bestand Odoo
1520349,58.0,Bestand Odoo
1520350,56.0,Bestand Odoo
1520360,56.0,Bestand Odoo
1520363,47.6,Bestand Odoo
1520401,84.0,Bestand Odoo
1520403,84.0,Bestand Odoo
1521106,44.1,Bestand Odoo
1521128,34.55,Bestand Odoo
1521150,44.1,Bestand Odoo
1521152,42.14,Bestand Odoo
1521174,45.57,Bestand Odoo
1521178,34.55,Bestand Odoo
1521180,45.57,Bestand Odoo
1521181,45.57,Bestand Odoo
1521185,43.61,Bestand Odoo
1521194,43.61,Bestand Odoo
1522029,50.62,Bestand Odoo
1522058,47.61,Bestand Odoo
1522062,47.61,Bestand Odoo
1522132,44.44,Bestand Odoo
1522140,44.44,Bestand Odoo
1522158,15.73,Bestand Odoo
1522188,34.74,Bestand Odoo
1522190,23.47,Bestand Odoo
1522215,34.74,Bestand Odoo
1522244,63.94,Bestand Odoo
1522264,64.0,Bestand Odoo
1522314,49.28,Bestand Odoo
1522316,46.34,Bestand Odoo
1522322,27.72,Bestand Odoo
1522337,47.0,Bestand Odoo
1522401,15.73,Bestand Odoo
1522402,15.73,Bestand Odoo
1522407,60.98,Bestand Odoo
1522409,15.73,Bestand Odoo
1522436,23.47,Bestand Odoo
1522446,23.47,Bestand Odoo
1522452,23.47,Bestand Odoo
1522460,60.98,Bestand Odoo
1522520,27.72,Bestand Odoo
1522555,43.66,Bestand Odoo
1522558,43.66,Bestand Odoo
1522568,43.66,Bestand Odoo
1522571,43.66,Bestand Odoo
1522577,46.34,Bestand Odoo
1522578,46.34,Bestand Odoo
1522579,46.34,Bestand Odoo
1522580,46.34,Bestand Odoo
1522581,46.34,Bestand Odoo
1522582,46.34,Bestand Odoo
1522583,46.34,Bestand Odoo
1522598,46.34,Bestand Odoo
1522603,49.28,Bestand Odoo
1522604,49.28,Bestand Odoo
1522606,49.28,Bestand Odoo
1522670,44.44,Bestand Odoo
1522956,51.75,Bestand Odoo
1522961,56.25,Bestand Odoo
1522962,56.25,Bestand Odoo
1522963,56.25,Bestand Odoo
1522966,67.5,Bestand Odoo
1522967,69.75,Bestand Odoo
1522976,58.5,Bestand Odoo
1522979,58.5,Bestand Odoo
1523004,50.63,Bestand Odoo
1523005,50.63,Bestand Odoo
1523006,50.63,Bestand Odoo
1523007,50.63,Bestand Odoo
1523218,33.3,Bestand Odoo
1523486,59.36,Bestand Odoo
1523487,47.3,Bestand Odoo
1523488,47.3,Bestand Odoo
1523515,26.4,Bestand Odoo
1523518,26.4,Bestand Odoo
1523523,22.0,Bestand Odoo
1523524,22.0,Bestand Odoo
1523525,22.0,Bestand Odoo
1523526,22.0,Bestand Odoo
1523614,63.6,Bestand Odoo
1523615,63.6,Bestand Odoo
1523616,63.6,Bestand Odoo
1523618,50.0,Bestand Odoo
1523623,53.2,Bestand Odoo
1523635,56.0,Bestand Odoo
1523637,56.0,Bestand Odoo
1523642,56.0,Bestand Odoo
1523645,56.0,Bestand Odoo
1523650,54.8,Bestand Odoo
1523665,40.4,Bestand Odoo
1523666,40.4,Bestand Odoo
1523667,40.4,Bestand Odoo
1523821,51.6,Bestand Odoo
1523822,51.6,Bestand Odoo
1523823,51.6,Bestand Odoo
1523824,51.6,Bestand Odoo
1524383,42.14,Bestand Odoo
1524384,43.61,Bestand Odoo
1524385,43.61,Bestand Odoo
1524386,43.61,Bestand Odoo
1524390,43.61,Bestand Odoo
1524392,41.65,Bestand Odoo
1524394,41.65,Bestand Odoo
1524400,41.65,Bestand Odoo
1524401,41.65,Bestand Odoo
1524405,41.65,Bestand Odoo
1524414,42.14,Bestand Odoo
1524417,42.14,Bestand Odoo
1524418,43.61,Bestand Odoo
1524419,43.61,Bestand Odoo
1524422,42.14,Bestand Odoo
1524427,42.88,Bestand Odoo
1524428,42.88,Bestand Odoo
1524430,42.88,Bestand Odoo
1524435,58.31,Bestand Odoo
1524439,44.64,Bestand Odoo
1524440,42.14,Bestand Odoo
1524443,42.14,Bestand Odoo
1524467,58.07,Bestand Odoo
1524468,58.07,Bestand Odoo
1524472,45.82,Bestand Odoo
1524473,52.19,Bestand Odoo
1524476,49.25,Bestand Odoo
1524486,49.25,Bestand Odoo
1524538,42.14,Bestand Odoo
1524545,58.31,Bestand Odoo
1524547,58.31,Bestand Odoo
1524596,45.57,Bestand Odoo
1524598,42.14,Bestand Odoo
1524600,42.14,Bestand Odoo
1524620,32.83,Bestand Odoo
1524682,38.96,Bestand Odoo
1524732,29.4,Bestand Odoo
1524862,27.93,Bestand Odoo
1524890,43.86,Bestand Odoo
1524891,36.02,Bestand Odoo
1524893,35.53,Bestand Odoo
1524900,44.59,Bestand Odoo
1524925,44.59,Bestand Odoo
1524928,49.98,Bestand Odoo
1524929,56.6,Bestand Odoo
1524932,52.19,Bestand Odoo
1524968,13.97,Bestand Odoo
1525196,24.76,Bestand Odoo
1525203,24.76,Bestand Odoo
1525211,24.76,Bestand Odoo
1525266,24.76,Bestand Odoo
1525302,32.59,Bestand Odoo
1525304,34.55,Bestand Odoo
1525312,33.57,Bestand Odoo
1525338,33.81,Bestand Odoo
1525342,36.26,Bestand Odoo
1525343,34.79,Bestand Odoo
1525345,34.79,Bestand Odoo
1525346,31.85,Bestand Odoo
1525347,34.06,Bestand Odoo
1525348,32.59,Bestand Odoo
1525356,43.61,Bestand Odoo
1525391,67.38,Bestand Odoo
1525394,67.38,Bestand Odoo
1525399,49.25,Bestand Odoo
1525414,42.14,Bestand Odoo
1525433,36.26,Bestand Odoo
1525451,42.88,Bestand Odoo
1525456,42.88,Bestand Odoo
1525457,42.88,Bestand Odoo
1525459,37.49,Bestand Odoo
1525460,37.49,Bestand Odoo
1525461,38.47,Bestand Odoo
1525462,36.51,Bestand Odoo
1525463,35.53,Bestand Odoo
1525464,35.53,Bestand Odoo
1525475,42.14,Bestand Odoo
1525478,41.9,Bestand Odoo
1525487,58.31,Bestand Odoo
1525489,57.33,Bestand Odoo
1525491,42.14,Bestand Odoo
1525492,42.14,Bestand Odoo
1525501,58.31,Bestand Odoo
1525540,39.94,Bestand Odoo
1525543,38.47,Bestand Odoo
1525544,38.47,Bestand Odoo
1525551,46.31,Bestand Odoo
1525623,34.3,Bestand Odoo
1525640,40.43,Bestand Odoo
1525641,40.43,Bestand Odoo
1525643,33.08,Bestand Odoo
1525655,39.2,Bestand Odoo
1525681,41.41,Bestand Odoo
1525682,36.51,Bestand Odoo
1525683,41.41,Bestand Odoo
1525688,39.2,Bestand Odoo
1525711,47.04,Bestand Odoo
1525759,23.52,Bestand Odoo
1525760,23.52,Bestand Odoo
1525858,36.26,Bestand Odoo
1525884,23.77,Bestand Odoo
1525932,38.22,Bestand Odoo
1525933,31.85,Bestand Odoo
1525985,29.16,Bestand Odoo
1525987,29.16,Bestand Odoo
1525988,29.16,Bestand Odoo
1526129,35.28,Bestand Odoo
1526201,21.81,Bestand Odoo
1526259,36.02,Bestand Odoo
1526263,28.42,Bestand Odoo
1526276,28.42,Bestand Odoo
1526299,30.14,Bestand Odoo
1526408,91.01,Bestand Odoo
1526489,34.55,Bestand Odoo
1526493,34.55,Bestand Odoo
1526509,43.61,Bestand Odoo
1526525,30.38,Bestand Odoo
1526534,30.14,Bestand Odoo
1526555,26.71,Bestand Odoo
1526556,26.71,Bestand Odoo
1526558,26.71,Bestand Odoo
1526560,26.71,Bestand Odoo
1526561,26.71,Bestand Odoo
1526562,26.71,Bestand Odoo
1526563,30.14,Bestand Odoo
1526688,36.26,Bestand Odoo
1526690,45.08,Bestand Odoo
1526693,36.26,Bestand Odoo
1526694,36.26,Bestand Odoo
1526695,36.26,Bestand Odoo
1526750,25.24,Bestand Odoo
1526769,24.01,Bestand Odoo
1526772,24.01,Bestand Odoo
1526809,24.99,Bestand Odoo
1526810,24.99,Bestand Odoo
1526818,32.1,Bestand Odoo
1526836,26.71,Bestand Odoo
1526847,28.42,Bestand Odoo
1526858,57.82,Bestand Odoo
1526859,57.82,Bestand Odoo
1526860,57.82,Bestand Odoo
1526920,60.03,Bestand Odoo
1526924,31.85,Bestand Odoo
1526932,49.25,Bestand Odoo
1526933,49.25,Bestand Odoo
1526934,49.25,Bestand Odoo
1526939,49.25,Bestand Odoo
1526940,49.25,Bestand Odoo
1526963,47.04,Bestand Odoo
1526981,27.44,Bestand Odoo
1527038,31.85,Bestand Odoo
1527041,31.85,Bestand Odoo
1527054,35.77,Bestand Odoo
1527123,12.74,Bestand Odoo
1527140,15.93,Bestand Odoo
1527145,13.97,Bestand Odoo
1527160,13.72,Bestand Odoo
1527172,19.11,Bestand Odoo
1527173,19.11,Bestand Odoo
1527182,13.97,Bestand Odoo
1527185,13.72,Bestand Odoo
1527204,19.85,Bestand Odoo
1527206,21.07,Bestand Odoo
1527207,19.85,Bestand Odoo
1527213,14.46,Bestand Odoo
1527218,16.17,Bestand Odoo
1527224,17.89,Bestand Odoo
1527228,13.48,Bestand Odoo
1527249,23.03,Bestand Odoo
1527250,23.03,Bestand Odoo
1527253,18.87,Bestand Odoo
1527254,23.03,Bestand Odoo
1527261,16.17,Bestand Odoo
1527263,16.17,Bestand Odoo
1527281,15.44,Bestand Odoo
1527290,13.48,Bestand Odoo
1527327,38.22,Bestand Odoo
1527351,38.22,Bestand Odoo
1527373,25.24,Bestand Odoo
1527392,27.44,Bestand Odoo
1527395,27.44,Bestand Odoo
1527543,45.82,Bestand Odoo
1527544,40.43,Bestand Odoo
1527576,46.31,Bestand Odoo
1527580,46.31,Bestand Odoo
1527584,46.31,Bestand Odoo
1527609,41.65,Bestand Odoo
1527611,41.65,Bestand Odoo
1527617,60.76,Bestand Odoo
1527638,15.93,Bestand Odoo
1527639,15.93,Bestand Odoo
1527769,15.0,Bestand Odoo
1527771,13.0,Bestand Odoo
1527772,13.0,Bestand Odoo
1527773,13.0,Bestand Odoo
1527774,21.95,Bestand Odoo
1527775,11.0,Bestand Odoo
1527776,11.0,Bestand Odoo
1527778,15.0,Bestand Odoo
1527780,19.44,Bestand Odoo
1527781,17.0,Bestand Odoo
1527782,17.0,Bestand Odoo
1527863,61.52,Bestand Odoo
1527865,61.52,Bestand Odoo
1527871,51.92,Bestand Odoo
1527872,51.92,Bestand Odoo
1527873,51.92,Bestand Odoo
1528297,59.95,Bestand Odoo
1528300,48.95,Bestand Odoo
1528312,24.75,Bestand Odoo
1528313,22.28,Bestand Odoo
1528314,22.28,Bestand Odoo
1528315,24.75,Bestand Odoo
1528319,24.75,Bestand Odoo
1528320,22.28,Bestand Odoo
1528321,22.28,Bestand Odoo
1528322,22.28,Bestand Odoo
1528348,34.71,Bestand Odoo
1528349,27.5,Bestand Odoo
1528351,27.63,Bestand Odoo
1528352,29.77,Bestand Odoo
1528391,29.7,Bestand Odoo
1528392,29.7,Bestand Odoo
1528393,29.7,Bestand Odoo
1528394,29.7,Bestand Odoo
1528395,34.65,Bestand Odoo
1528396,34.65,Bestand Odoo
1528397,34.65,Bestand Odoo
1528398,34.65,Bestand Odoo
1528399,34.65,Bestand Odoo
1528400,34.65,Bestand Odoo
1528402,34.65,Bestand Odoo
1528407,37.4,Bestand Odoo
1528409,37.4,Bestand Odoo
1528410,37.4,Bestand Odoo
1528418,29.15,Bestand Odoo
1528432,20.63,Bestand Odoo
1528434,18.7,Bestand Odoo
1528435,44.85,Bestand Odoo
1528436,44.86,Bestand Odoo
1528438,44.83,Bestand Odoo
1528440,44.82,Bestand Odoo
1528443,37.4,Bestand Odoo
1528444,39.6,Bestand Odoo
1528445,37.4,Bestand Odoo
1528446,39.6,Bestand Odoo
1528447,47.3,Bestand Odoo
1528448,39.6,Bestand Odoo
1528450,37.4,Bestand Odoo
1528451,35.0,Bestand Odoo
1528452,29.88,Bestand Odoo
1528455,27.5,Bestand Odoo
1528456,28.0,Bestand Odoo
1528459,34.65,Bestand Odoo
1528461,27.5,Bestand Odoo
1528462,27.5,Bestand Odoo
1528463,34.65,Bestand Odoo
1528464,34.65,Bestand Odoo
1528474,32.39,Bestand Odoo
1528475,37.4,Bestand Odoo
1528477,32.45,Bestand Odoo
1528478,32.45,Bestand Odoo
1528479,32.45,Bestand Odoo
1528480,37.4,Bestand Odoo
1528481,29.7,Bestand Odoo
1528482,34.65,Bestand Odoo
1528484,37.23,Bestand Odoo
1528485,29.7,Bestand Odoo
1528486,32.45,Bestand Odoo
1528488,32.45,Bestand Odoo
1528490,44.85,Bestand Odoo
1528492,44.83,Bestand Odoo
1528702,27.5,Bestand Odoo
1528706,27.5,Bestand Odoo
1528873,73.8,Bestand Odoo
1528874,73.8,Bestand Odoo
1528875,73.8,Bestand Odoo
1528891,73.8,Bestand Odoo
1528953,60.0,Bestand Odoo
1528954,60.0,Bestand Odoo
1528955,60.0,Bestand Odoo
1528985,49.2,Bestand Odoo
1528987,49.2,Bestand Odoo
1528988,49.2,Bestand Odoo
1528998,13.0,Bestand Odoo
1529012,18.0,Bestand Odoo
1529013,18.0,Bestand Odoo
1529038,22.5,Bestand Odoo
1529046,18.5,Bestand Odoo
1529048,18.5,Bestand Odoo
1529050,68.4,Bestand Odoo
1529052,68.4,Bestand Odoo
1529060,103.8,Bestand Odoo
1529061,68.4,Bestand Odoo
1529062,68.4,Bestand Odoo
1529067,68.4,Bestand Odoo
1529070,103.8,Bestand Odoo
1529073,68.4,Bestand Odoo
1529085,69.0,Bestand Odoo
1529091,69.0,Bestand Odoo
1529103,69.0,Bestand Odoo
1529108,79.2,Bestand Odoo
1529112,98.4,Bestand Odoo
1529113,98.0,Bestand Odoo
1529146,68.4,Bestand Odoo
1529157,69.0,Bestand Odoo
1529158,69.0,Bestand Odoo
1529221,60.0,Bestand Odoo
1529275,101.4,Bestand Odoo
1529276,101.4,Bestand Odoo
1529280,84.60000000000001,Bestand Odoo
1529281,84.60000000000001,Bestand Odoo
1529284,84.60000000000001,Bestand Odoo
1529296,98.0,Bestand Odoo
1529297,98.4,Bestand Odoo
1529298,98.4,Bestand Odoo
1529299,98.4,Bestand Odoo
1529329,89.05,Bestand Odoo
1529330,89.05,Bestand Odoo
1529332,89.05,Bestand Odoo
1529333,89.05,Bestand Odoo
1529335,72.8,Bestand Odoo
1529347,106.6,Bestand Odoo
1529348,95.0,Bestand Odoo
1529349,94.9,Bestand Odoo
1529351,95.0,Bestand Odoo
1529355,100.75,Bestand Odoo
1529374,96.0,Bestand Odoo
1529375,106.6,Bestand Odoo
1529376,106.6,Bestand Odoo
1529377,96.0,Bestand Odoo
1529378,106.6,Bestand Odoo
1529379,78.0,Bestand Odoo
1529391,96.0,Bestand Odoo
1529403,78.0,Bestand Odoo
1529407,99.60000000000001,Bestand Odoo
1529411,94.2,Bestand Odoo
1529412,94.2,Bestand Odoo
1529413,99.60000000000001,Bestand Odoo
1529420,78.0,Bestand Odoo
1529423,91.8,Bestand Odoo
1529495,38.4,Bestand Odoo
1529498,38.4,Bestand Odoo
1529511,74.75,Bestand Odoo
1529517,38.4,Bestand Odoo
1529542,46.8,Bestand Odoo
1529584,79.95,Bestand Odoo
1529633,67.6,Bestand Odoo
1529634,67.6,Bestand Odoo
1529673,78.65,Bestand Odoo
1529676,102.7,Bestand Odoo
1529709,87.10000000000001,Bestand Odoo
1529710,87.10000000000001,Bestand Odoo
1529716,79.95,Bestand Odoo
1529726,112.45,Bestand Odoo
1529728,112.45,Bestand Odoo
1529733,115.7,Bestand Odoo
1529736,115.7,Bestand Odoo
1529747,115.7,Bestand Odoo
1529749,115.7,Bestand Odoo
1529750,115.7,Bestand Odoo
1529799,105.0,Bestand Odoo
1529807,105.0,Bestand Odoo
1529815,105.0,Bestand Odoo
1529831,85.8,Bestand Odoo
1529833,85.8,Bestand Odoo
1529836,76.8,Bestand Odoo
1529838,76.8,Bestand Odoo
1529882,69.60000000000001,Bestand Odoo
1529884,97.2,Bestand Odoo
1529908,31.36,Bestand Odoo
1530017,39.6,Bestand Odoo
1530042,18.04,Bestand Odoo
1530043,18.01,Bestand Odoo
1530098,32.0,Bestand Odoo
1530100,32.0,Bestand Odoo
1530211,39.2,Bestand Odoo
1530289,28.8,Bestand Odoo
1531876,33.6,Bestand Odoo
1531877,33.6,Bestand Odoo
1531878,52.4,Bestand Odoo
1531881,56.4,Bestand Odoo
1531882,33.6,Bestand Odoo
1531883,33.6,Bestand Odoo
1531886,43.2,Bestand Odoo
1531891,69.60000000000001,Bestand Odoo
1531894,35.0,Bestand Odoo
1531895,34.84,Bestand Odoo
1531896,34.8,Bestand Odoo
1531927,49.2,Bestand Odoo
1531928,49.2,Bestand Odoo
1531930,49.2,Bestand Odoo
1531944,57.6,Bestand Odoo
1531945,57.6,Bestand Odoo
1531946,57.6,Bestand Odoo
1531947,57.6,Bestand Odoo
1531948,39.2,Bestand Odoo
1531951,39.2,Bestand Odoo
1531959,35.53,Bestand Odoo
1531966,28.37,Bestand Odoo
1531974,27.58,Bestand Odoo
1531975,38.32,Bestand Odoo
1532003,35.53,Bestand Odoo
1532009,32.4,Bestand Odoo
1532010,27.0,Bestand Odoo
1532034,43.89,Bestand Odoo
1532043,51.98,Bestand Odoo
1532256,38.47,Bestand Odoo
1532261,44.84,Bestand Odoo
1532310,25.24,Bestand Odoo
1532395,44.84,Bestand Odoo
1532436,38.96,Bestand Odoo
1532441,36.75,Bestand Odoo
1532442,38.96,Bestand Odoo
1532443,31.61,Bestand Odoo
1532444,36.75,Bestand Odoo
1532479,29.89,Bestand Odoo
1532480,29.89,Bestand Odoo
1532562,99.0,Bestand Odoo
1532996,48.0,Bestand Odoo
1532999,48.0,Bestand Odoo
1533046,48.0,Bestand Odoo
1533049,58.5,Bestand Odoo
1533050,58.0,Bestand Odoo
1533229,29.4,Bestand Odoo
1533230,34.55,Bestand Odoo
1533231,29.4,Bestand Odoo
1533232,34.55,Bestand Odoo
1533235,29.4,Bestand Odoo
1533239,30.14,Bestand Odoo
1533240,29.4,Bestand Odoo
1533245,32.1,Bestand Odoo
1533248,28.42,Bestand Odoo
1533252,29.4,Bestand Odoo
1533269,12.74,Bestand Odoo
1533271,12.74,Bestand Odoo
1533278,12.74,Bestand Odoo
1533281,13.48,Bestand Odoo
1533332,42.14,Bestand Odoo
1533333,42.14,Bestand Odoo
1533334,42.14,Bestand Odoo
1533353,14.46,Bestand Odoo
1533354,14.46,Bestand Odoo
1533355,38.47,Bestand Odoo
1533356,14.46,Bestand Odoo
1533358,38.47,Bestand Odoo
1533384,14.21,Bestand Odoo
1533386,12.74,Bestand Odoo
1533387,12.74,Bestand Odoo
1533388,12.74,Bestand Odoo
1533391,12.74,Bestand Odoo
1533395,12.74,Bestand Odoo
1533397,12.74,Bestand Odoo
1533398,12.74,Bestand Odoo
1533401,12.74,Bestand Odoo
1533402,12.74,Bestand Odoo
1533404,12.74,Bestand Odoo
1533409,11.27,Bestand Odoo
1533410,11.27,Bestand Odoo
1533411,11.27,Bestand Odoo
1533417,42.63,Bestand Odoo
1533419,42.63,Bestand Odoo
1533422,42.63,Bestand Odoo
1533426,29.65,Bestand Odoo
1533428,23.28,Bestand Odoo
1533429,25.48,Bestand Odoo
1533431,24.5,Bestand Odoo
1533432,29.65,Bestand Odoo
1533437,25.48,Bestand Odoo
1533444,36.26,Bestand Odoo
1533445,29.89,Bestand Odoo
1533449,29.89,Bestand Odoo
1533452,29.89,Bestand Odoo
1533453,29.89,Bestand Odoo
1533459,45.08,Bestand Odoo
1533460,38.47,Bestand Odoo
1533465,34.79,Bestand Odoo
1533467,34.79,Bestand Odoo
1533477,61.99,Bestand Odoo
1533487,36.51,Bestand Odoo
1533489,36.51,Bestand Odoo
1533507,25.51,Bestand Odoo
1533508,21.07,Bestand Odoo
1533516,36.51,Bestand Odoo
1533624,46.06,Bestand Odoo
1533625,46.06,Bestand Odoo
1533631,17.4,Bestand Odoo
1533638,17.4,Bestand Odoo
1533639,17.4,Bestand Odoo
1533641,15.19,Bestand Odoo
1533650,8.33,Bestand Odoo
1533651,8.33,Bestand Odoo
1533652,9.31,Bestand Odoo
1533656,11.27,Bestand Odoo
1533659,11.27,Bestand Odoo
1533663,17.89,Bestand Odoo
1533664,17.4,Bestand Odoo
1533665,17.4,Bestand Odoo
1533674,21.07,Bestand Odoo
1533711,47.04,Bestand Odoo
1533718,46.8,Bestand Odoo
1533724,12.74,Bestand Odoo
1533734,42.63,Bestand Odoo
1533735,42.63,Bestand Odoo
1533736,42.63,Bestand Odoo
1533737,47.04,Bestand Odoo
1533738,44.84,Bestand Odoo
1533741,47.04,Bestand Odoo
1533751,24.5,Bestand Odoo
1533753,24.5,Bestand Odoo
1533755,24.5,Bestand Odoo
1533757,24.5,Bestand Odoo
1533760,24.5,Bestand Odoo
1533761,24.5,Bestand Odoo
1533762,24.5,Bestand Odoo
1533763,24.5,Bestand Odoo
1533764,24.5,Bestand Odoo
1533768,28.91,Bestand Odoo
1533779,40.67,Bestand Odoo
1533780,34.3,Bestand Odoo
1533807,24.5,Bestand Odoo
1533835,24.01,Bestand Odoo
1533855,25.24,Bestand Odoo
1533856,25.24,Bestand Odoo
1533863,26.71,Bestand Odoo
1533880,23.28,Bestand Odoo
1533883,23.28,Bestand Odoo
1533909,17.4,Bestand Odoo
1533918,27.93,Bestand Odoo
1533919,27.93,Bestand Odoo
1533922,27.93,Bestand Odoo
1533923,27.93,Bestand Odoo
1533924,27.93,Bestand Odoo
1533927,23.28,Bestand Odoo
1533934,21.32,Bestand Odoo
1533939,29.89,Bestand Odoo
1533941,21.32,Bestand Odoo
1533947,49.25,Bestand Odoo
1533949,49.25,Bestand Odoo
1533950,49.25,Bestand Odoo
1533956,14.95,Bestand Odoo
1533960,41.9,Bestand Odoo
1533997,23.52,Bestand Odoo
1534001,23.52,Bestand Odoo
1534006,45.82,Bestand Odoo
1534012,53.66,Bestand Odoo
1534021,17.4,Bestand Odoo
1534022,17.4,Bestand Odoo
1534023,17.4,Bestand Odoo
1534028,17.4,Bestand Odoo
1534029,17.4,Bestand Odoo
1534030,17.4,Bestand Odoo
1534031,17.4,Bestand Odoo
1534032,17.4,Bestand Odoo
1534036,27.2,Bestand Odoo
1534040,27.2,Bestand Odoo
1534043,27.2,Bestand Odoo
1534054,27.69,Bestand Odoo
1534066,37.49,Bestand Odoo
1534070,37.49,Bestand Odoo
1534071,37.49,Bestand Odoo
1534090,24.5,Bestand Odoo
1534091,24.5,Bestand Odoo
1534094,28.91,Bestand Odoo
1534149,36.51,Bestand Odoo
1534150,36.51,Bestand Odoo
1534157,30.87,Bestand Odoo
1534159,32.1,Bestand Odoo
1534164,30.87,Bestand Odoo
1534194,39.69,Bestand Odoo
1534201,39.69,Bestand Odoo
1534209,27.69,Bestand Odoo
1534210,27.69,Bestand Odoo
1534212,26.71,Bestand Odoo
1534213,27.69,Bestand Odoo
1534216,27.69,Bestand Odoo
1534217,32.59,Bestand Odoo
1534270,14.95,Bestand Odoo
1534280,35.77,Bestand Odoo
1534285,35.77,Bestand Odoo
1534286,35.77,Bestand Odoo
1534316,22.79,Bestand Odoo
1534318,49.25,Bestand Odoo
1534343,22.79,Bestand Odoo
1534346,27.44,Bestand Odoo
1534350,27.44,Bestand Odoo
1534352,27.44,Bestand Odoo
1534353,28.42,Bestand Odoo
1534354,27.44,Bestand Odoo
1534355,27.44,Bestand Odoo
1534356,27.44,Bestand Odoo
1534357,27.44,Bestand Odoo
1534358,28.42,Bestand Odoo
1534360,27.44,Bestand Odoo
1534361,27.44,Bestand Odoo
1534363,27.44,Bestand Odoo
1534364,28.42,Bestand Odoo
1534365,27.44,Bestand Odoo
1534368,27.44,Bestand Odoo
1534369,27.44,Bestand Odoo
1534381,26.71,Bestand Odoo
1534383,26.71,Bestand Odoo
1534396,51.21,Bestand Odoo
1534397,51.21,Bestand Odoo
1534398,51.21,Bestand Odoo
1534406,41.65,Bestand Odoo
1534408,41.65,Bestand Odoo
1534424,59.78,Bestand Odoo
1534425,59.78,Bestand Odoo
1534428,15.93,Bestand Odoo
1534434,15.93,Bestand Odoo
1534437,15.93,Bestand Odoo
1534447,51.21,Bestand Odoo
1534461,42.88,Bestand Odoo
1534462,42.88,Bestand Odoo
1534473,49.25,Bestand Odoo
1534480,22.05,Bestand Odoo
1534481,22.05,Bestand Odoo
1534482,22.05,Bestand Odoo
1534484,22.05,Bestand Odoo
1534497,34.3,Bestand Odoo
1534500,34.3,Bestand Odoo
1534507,29.4,Bestand Odoo
1534509,29.4,Bestand Odoo
1534521,14.46,Bestand Odoo
1534535,14.95,Bestand Odoo
1534536,14.95,Bestand Odoo
1534537,14.95,Bestand Odoo
1534579,45.08,Bestand Odoo
1534603,51.94,Bestand Odoo
1534627,38.96,Bestand Odoo
1534631,38.96,Bestand Odoo
1534682,22.05,Bestand Odoo
1534731,27.69,Bestand Odoo
1534734,27.69,Bestand Odoo
1534752,54.39,Bestand Odoo
1534755,52.19,Bestand Odoo
1534756,52.19,Bestand Odoo
1534759,41.65,Bestand Odoo
1534762,14.95,Bestand Odoo
1534764,15.69,Bestand Odoo
1534771,53.41,Bestand Odoo
1534772,51.21,Bestand Odoo
1534793,14.46,Bestand Odoo
1534795,14.46,Bestand Odoo
1534838,50.96,Bestand Odoo
1534850,37.98,Bestand Odoo
1534852,37.98,Bestand Odoo
1534853,37.98,Bestand Odoo
1534854,37.98,Bestand Odoo
1534855,37.98,Bestand Odoo
1534856,37.98,Bestand Odoo
1534858,37.98,Bestand Odoo
1534860,37.98,Bestand Odoo
1534861,37.98,Bestand Odoo
1534891,36.26,Bestand Odoo
1534892,36.26,Bestand Odoo
1534895,36.26,Bestand Odoo
1534905,32.83,Bestand Odoo
1534917,45.57,Bestand Odoo
1534919,45.57,Bestand Odoo
1534920,45.57,Bestand Odoo
1534943,36.51,Bestand Odoo
