article_number,price,source
1652890,27.69,Bestand Odoo
1652891,34.3,Bestand Odoo
1652892,29.89,Bestand Odoo
1652894,29.89,Bestand Odoo
1652895,29.89,Bestand Odoo
1652896,27.69,Bestand Odoo
1652902,32.83,Bestand Odoo
1652903,32.83,Bestand Odoo
1652905,32.83,Bestand Odoo
1652911,38.96,Bestand Odoo
1652912,38.96,Bestand Odoo
1652962,25.97,Bestand Odoo
1652963,25.97,Bestand Odoo
1652964,30.14,Bestand Odoo
1652968,26.95,Bestand Odoo
1652972,27.69,Bestand Odoo
1652973,27.69,Bestand Odoo
1652991,27.69,Bestand Odoo
1652998,39.94,Bestand Odoo
1652999,38.47,Bestand Odoo
1653017,34.3,Bestand Odoo
1653019,34.3,Bestand Odoo
1653024,39.69,Bestand Odoo
1653025,39.69,Bestand Odoo
1653030,31.12,Bestand Odoo
1653036,31.12,Bestand Odoo
1653057,18.13,Bestand Odoo
1653061,18.13,Bestand Odoo
1653065,16.17,Bestand Odoo
1653073,40.67,Bestand Odoo
1653075,36.26,Bestand Odoo
1653083,80.83,Bestand Odoo
1653125,40.67,Bestand Odoo
1653126,40.67,Bestand Odoo
1653127,40.67,Bestand Odoo
1653158,22.3,Bestand Odoo
1653222,41.9,Bestand Odoo
1653223,41.9,Bestand Odoo
1653228,28.18,Bestand Odoo
1653229,28.18,Bestand Odoo
1653283,41.9,Bestand Odoo
1653316,38.22,Bestand Odoo
1653318,38.22,Bestand Odoo
1653335,22.79,Bestand Odoo
1653336,22.79,Bestand Odoo
1653347,22.79,Bestand Odoo
1653349,22.79,Bestand Odoo
1653364,23.28,Bestand Odoo
1653365,23.28,Bestand Odoo
1653403,59.78,Bestand Odoo
1653404,59.78,Bestand Odoo
1653406,59.78,Bestand Odoo
1653407,59.78,Bestand Odoo
1653408,59.78,Bestand Odoo
1653610,74.0,Bestand Odoo
1653615,48.0,Bestand Odoo
1653758,135.0,Bestand Odoo
1653809,91.71000000000001,Bestand Odoo
1653812,92.0,Bestand Odoo
1653848,80.0,Bestand Odoo
1653849,79.96000000000001,Bestand Odoo
1653850,79.96000000000001,Bestand Odoo
1653851,65.0,Bestand Odoo
1653852,65.0,Bestand Odoo
1653854,71.77,Bestand Odoo
1653855,72.0,Bestand Odoo
1653864,79.95,Bestand Odoo
1653865,79.95,Bestand Odoo
1653877,71.59,Bestand Odoo
1653878,71.66,Bestand Odoo
1653888,72.0,Bestand Odoo
1653889,72.0,Bestand Odoo
1653893,72.0,Bestand Odoo
1653894,72.0,Bestand Odoo
1653895,71.99,Bestand Odoo
1653957,57.86,Bestand Odoo
1653958,58.0,Bestand Odoo
1653961,57.93,Bestand Odoo
1653962,57.97,Bestand Odoo
1653965,58.02,Bestand Odoo
1653966,58.0,Bestand Odoo
1654007,77.35000000000001,Bestand Odoo
1654008,77.35000000000001,Bestand Odoo
1654112,100.87,Bestand Odoo
1654114,100.95,Bestand Odoo
1654115,100.8,Bestand Odoo
1654117,100.87,Bestand Odoo
1654128,81.9,Bestand Odoo
1654130,81.9,Bestand Odoo
1654145,102.68,Bestand Odoo
1654150,102.71,Bestand Odoo
1654172,88.97,Bestand Odoo
1654173,88.88,Bestand Odoo
1654174,88.8,Bestand Odoo
1654175,88.8,Bestand Odoo
1654177,88.8,Bestand Odoo
1654178,88.8,Bestand Odoo
1654199,57.85,Bestand Odoo
1654200,57.85,Bestand Odoo
1654207,57.85,Bestand Odoo
1654208,57.85,Bestand Odoo
1654398,102.6,Bestand Odoo
1654401,102.65,Bestand Odoo
1654406,105.0,Bestand Odoo
1654414,97.2,Bestand Odoo
1654439,115.79,Bestand Odoo
1654441,115.7,Bestand Odoo
1654494,84.87,Bestand Odoo
1654495,96.0,Bestand Odoo
1654496,84.8,Bestand Odoo
1654499,84.67,Bestand Odoo
1654533,71.4,Bestand Odoo
1654534,71.4,Bestand Odoo
1654536,71.4,Bestand Odoo
1654538,71.4,Bestand Odoo
1654571,101.4,Bestand Odoo
1654572,101.0,Bestand Odoo
1654573,101.18,Bestand Odoo
1654610,69.0,Bestand Odoo
1654612,69.0,Bestand Odoo
1654614,69.0,Bestand Odoo
1654623,69.0,Bestand Odoo
1654626,69.0,Bestand Odoo
1654663,69.0,Bestand Odoo
1654664,85.0,Bestand Odoo
1654666,79.09,Bestand Odoo
1654685,90.0,Bestand Odoo
1654686,90.0,Bestand Odoo
1654695,90.0,Bestand Odoo
1654696,96.0,Bestand Odoo
1654721,27.65,Bestand Odoo
1654722,22.33,Bestand Odoo
1654748,22.5,Bestand Odoo
1654749,22.5,Bestand Odoo
1654750,22.5,Bestand Odoo
1654760,18.0,Bestand Odoo
1654761,18.0,Bestand Odoo
1654767,15.0,Bestand Odoo
1654768,15.0,Bestand Odoo
1654769,15.0,Bestand Odoo
1654771,15.0,Bestand Odoo
1654772,15.0,Bestand Odoo
1654773,15.0,Bestand Odoo
1654783,15.0,Bestand Odoo
1654785,15.0,Bestand Odoo
1654793,18.0,Bestand Odoo
1654795,18.0,Bestand Odoo
1654796,18.0,Bestand Odoo
1654799,18.0,Bestand Odoo
1654801,103.98,Bestand Odoo
1654802,103.99,Bestand Odoo
1654818,101.06,Bestand Odoo
1654821,101.4,Bestand Odoo
1654830,96.0,Bestand Odoo
1654831,96.0,Bestand Odoo
1654841,79.08,Bestand Odoo
1654842,79.07000000000001,Bestand Odoo
1654848,79.04,Bestand Odoo
1654877,96.0,Bestand Odoo
1654879,96.0,Bestand Odoo
1654880,96.0,Bestand Odoo
1654934,84.60000000000001,Bestand Odoo
1654944,64.8,Bestand Odoo
1654945,64.8,Bestand Odoo
1654986,86.34,Bestand Odoo
1654987,86.4,Bestand Odoo
1654988,86.4,Bestand Odoo
1654992,103.99,Bestand Odoo
1654993,103.9,Bestand Odoo
1655010,108.0,Bestand Odoo
1655011,108.0,Bestand Odoo
1655022,88.2,Bestand Odoo
1655023,88.2,Bestand Odoo
1655036,106.8,Bestand Odoo
1655037,106.91,Bestand Odoo
1655048,78.0,Bestand Odoo
1655049,78.0,Bestand Odoo
1655058,87.0,Bestand Odoo
1655059,87.0,Bestand Odoo
1655061,87.0,Bestand Odoo
1655062,87.0,Bestand Odoo
1655071,87.60000000000001,Bestand Odoo
1655074,87.85000000000001,Bestand Odoo
1655078,87.87,Bestand Odoo
1655080,87.60000000000001,Bestand Odoo
1655097,84.68,Bestand Odoo
1655098,84.7,Bestand Odoo
1655125,76.8,Bestand Odoo
1655126,76.83,Bestand Odoo
1655140,84.60000000000001,Bestand Odoo
1655141,84.73,Bestand Odoo
1655142,101.33,Bestand Odoo
1655143,101.4,Bestand Odoo
1655144,101.19,Bestand Odoo
1655145,69.0,Bestand Odoo
1655146,69.0,Bestand Odoo
1655147,62.4,Bestand Odoo
1655148,62.4,Bestand Odoo
1655161,75.0,Bestand Odoo
1655162,75.0,Bestand Odoo
1655165,61.2,Bestand Odoo
1655166,61.2,Bestand Odoo
1655167,61.2,Bestand Odoo
1655179,76.8,Bestand Odoo
1655181,76.8,Bestand Odoo
1655208,51.6,Bestand Odoo
1655209,51.6,Bestand Odoo
1655210,51.6,Bestand Odoo
1655229,94.87,Bestand Odoo
1655230,91.83,Bestand Odoo
1655232,91.98,Bestand Odoo
1655240,67.8,Bestand Odoo
1655241,67.8,Bestand Odoo
1655244,94.13,Bestand Odoo
1655245,67.8,Bestand Odoo
1655246,67.8,Bestand Odoo
1655247,94.17,Bestand Odoo
1655251,94.8,Bestand Odoo
1655252,62.4,Bestand Odoo
1655253,62.4,Bestand Odoo
1655254,62.4,Bestand Odoo
1655255,62.4,Bestand Odoo
1655269,92.0,Bestand Odoo
1655270,92.0,Bestand Odoo
1655271,91.8,Bestand Odoo
1655272,91.8,Bestand Odoo
1655273,64.13,Bestand Odoo
1655274,64.02,Bestand Odoo
1655275,64.0,Bestand Odoo
1655289,64.8,Bestand Odoo
1655291,64.8,Bestand Odoo
1655293,64.8,Bestand Odoo
1655295,64.8,Bestand Odoo
1655297,64.8,Bestand Odoo
1655305,64.18,Bestand Odoo
1655308,64.0,Bestand Odoo
1655311,64.2,Bestand Odoo
1655312,64.08,Bestand Odoo
1655317,43.8,Bestand Odoo
1655319,43.8,Bestand Odoo
1655321,52.8,Bestand Odoo
1655322,52.8,Bestand Odoo
1655354,76.8,Bestand Odoo
1655355,76.8,Bestand Odoo
1655357,76.8,Bestand Odoo
1655380,94.0,Bestand Odoo
1655381,94.0,Bestand Odoo
1655398,62.0,Bestand Odoo
1655472,71.0,Bestand Odoo
1655495,62.0,Bestand Odoo
1655496,71.0,Bestand Odoo
1655589,81.0,Bestand Odoo
1655591,81.0,Bestand Odoo
1655592,81.09,Bestand Odoo
1655593,81.2,Bestand Odoo
1655673,88.0,Bestand Odoo
1655675,87.75,Bestand Odoo
1655867,56.0,Bestand Odoo
1655868,56.0,Bestand Odoo
1655870,56.0,Bestand Odoo
1655873,56.0,Bestand Odoo
1655874,56.0,Bestand Odoo
1655875,56.0,Bestand Odoo
1655876,56.0,Bestand Odoo
1655879,56.0,Bestand Odoo
1655880,56.0,Bestand Odoo
1655883,56.0,Bestand Odoo
1655885,56.0,Bestand Odoo
1655887,56.0,Bestand Odoo
1655888,71.4,Bestand Odoo
1655890,71.4,Bestand Odoo
1655894,71.4,Bestand Odoo
1655895,71.4,Bestand Odoo
1655896,71.4,Bestand Odoo
1655907,77.7,Bestand Odoo
1655908,77.7,Bestand Odoo
1655910,77.7,Bestand Odoo
1655911,77.7,Bestand Odoo
1655913,77.7,Bestand Odoo
1655914,77.7,Bestand Odoo
1655916,77.7,Bestand Odoo
1655917,77.7,Bestand Odoo
1655937,100.1,Bestand Odoo
1655938,100.1,Bestand Odoo
1655941,100.1,Bestand Odoo
1655944,100.1,Bestand Odoo
1655945,100.1,Bestand Odoo
1655946,100.1,Bestand Odoo
1655948,100.1,Bestand Odoo
1655978,84.0,Bestand Odoo
1655979,84.0,Bestand Odoo
1656052,67.92,Bestand Odoo
1656073,58.32,Bestand Odoo
1656074,58.32,Bestand Odoo
1656075,58.32,Bestand Odoo
1656077,58.32,Bestand Odoo
1656078,58.32,Bestand Odoo
1656079,58.32,Bestand Odoo
1656080,58.32,Bestand Odoo
1656081,58.32,Bestand Odoo
1656082,58.32,Bestand Odoo
1656083,58.32,Bestand Odoo
1656084,58.32,Bestand Odoo
1656088,63.92,Bestand Odoo
1656092,58.32,Bestand Odoo
1656094,58.32,Bestand Odoo
1656095,58.32,Bestand Odoo
1656105,58.32,Bestand Odoo
1656106,58.32,Bestand Odoo
1656107,58.32,Bestand Odoo
1656108,58.32,Bestand Odoo
1656141,40.9,Bestand Odoo
1656142,40.9,Bestand Odoo
1656143,40.9,Bestand Odoo
1656151,37.18,Bestand Odoo
1656152,37.18,Bestand Odoo
1656153,37.18,Bestand Odoo
1656154,37.18,Bestand Odoo
1656171,40.9,Bestand Odoo
1656178,39.41,Bestand Odoo
1656179,39.41,Bestand Odoo
1656182,39.41,Bestand Odoo
1656183,39.41,Bestand Odoo
1656190,39.41,Bestand Odoo
1656192,39.41,Bestand Odoo
1656203,37.18,Bestand Odoo
1656204,37.18,Bestand Odoo
1656206,37.18,Bestand Odoo
1656207,37.18,Bestand Odoo
1656237,55.92,Bestand Odoo
1656238,55.92,Bestand Odoo
1656240,55.92,Bestand Odoo
1656244,55.92,Bestand Odoo
1656245,55.92,Bestand Odoo
1656247,55.92,Bestand Odoo
1656248,55.92,Bestand Odoo
1656274,74.32000000000001,Bestand Odoo
1656290,47.92,Bestand Odoo
1656293,47.92,Bestand Odoo
1656298,63.92,Bestand Odoo
1656299,63.92,Bestand Odoo
1656300,63.92,Bestand Odoo
1656310,63.92,Bestand Odoo
1656311,63.92,Bestand Odoo
1656312,63.92,Bestand Odoo
1656317,63.92,Bestand Odoo
1656340,71.92,Bestand Odoo
1656342,71.92,Bestand Odoo
1656345,67.92,Bestand Odoo
1656352,67.92,Bestand Odoo
1656385,40.9,Bestand Odoo
1656404,49.84,Bestand Odoo
1657054,56.0,Bestand Odoo
1657055,56.0,Bestand Odoo
1657063,45.13,Bestand Odoo
1657066,45.0,Bestand Odoo
1657069,45.06,Bestand Odoo
1657075,58.0,Bestand Odoo
1657077,58.0,Bestand Odoo
1657079,53.47,Bestand Odoo
1657081,53.47,Bestand Odoo
1657083,48.87,Bestand Odoo
1657086,48.24,Bestand Odoo
1657090,43.2,Bestand Odoo
1657091,43.2,Bestand Odoo
1657092,43.2,Bestand Odoo
1657094,31.6,Bestand Odoo
1657095,31.6,Bestand Odoo
1657098,34.8,Bestand Odoo
1657107,37.6,Bestand Odoo
1657110,37.6,Bestand Odoo
1657111,44.55,Bestand Odoo
1657112,44.55,Bestand Odoo
1657115,39.5,Bestand Odoo
1657118,39.39,Bestand Odoo
1657123,39.52,Bestand Odoo
1657124,37.18,Bestand Odoo
1657136,37.18,Bestand Odoo
1657139,37.18,Bestand Odoo
1657141,36.0,Bestand Odoo
1657146,46.09,Bestand Odoo
1657149,46.4,Bestand Odoo
1657150,46.4,Bestand Odoo
1657151,46.4,Bestand Odoo
1657157,46.09,Bestand Odoo
1657158,46.74,Bestand Odoo
1657161,46.4,Bestand Odoo
1657162,46.4,Bestand Odoo
1657165,57.2,Bestand Odoo
1657166,57.2,Bestand Odoo
1657167,57.2,Bestand Odoo
1657181,65.66,Bestand Odoo
1657182,65.63,Bestand Odoo
1657183,65.68,Bestand Odoo
1657185,54.8,Bestand Odoo
1657186,54.8,Bestand Odoo
1657189,54.8,Bestand Odoo
1657190,54.8,Bestand Odoo
1657199,65.63,Bestand Odoo
1657201,65.63,Bestand Odoo
1657218,54.4,Bestand Odoo
1657236,54.35,Bestand Odoo
1657238,44.4,Bestand Odoo
1657239,44.4,Bestand Odoo
1657241,44.4,Bestand Odoo
1657242,44.4,Bestand Odoo
1657243,68.8,Bestand Odoo
1657244,68.89,Bestand Odoo
1657246,68.85000000000001,Bestand Odoo
1657251,44.4,Bestand Odoo
1657252,44.4,Bestand Odoo
1657253,44.4,Bestand Odoo
1657261,54.4,Bestand Odoo
1657265,54.4,Bestand Odoo
1657266,54.8,Bestand Odoo
1657267,54.8,Bestand Odoo
1657268,54.8,Bestand Odoo
1657269,54.8,Bestand Odoo
1657278,44.4,Bestand Odoo
1657279,44.4,Bestand Odoo
1657280,44.4,Bestand Odoo
1657281,44.4,Bestand Odoo
1657283,44.4,Bestand Odoo
1657284,44.4,Bestand Odoo
1657287,44.4,Bestand Odoo
1657295,40.4,Bestand Odoo
1657296,40.4,Bestand Odoo
1657309,42.0,Bestand Odoo
1657312,42.0,Bestand Odoo
1657351,40.4,Bestand Odoo
1657354,40.4,Bestand Odoo
1657355,36.09,Bestand Odoo
1657357,36.34,Bestand Odoo
1657359,36.4,Bestand Odoo
1657464,94.0,Bestand Odoo
1657666,80.7,Bestand Odoo
1657669,34.8,Bestand Odoo
1657677,80.7,Bestand Odoo
1657678,80.7,Bestand Odoo
1657680,80.7,Bestand Odoo
1657682,34.8,Bestand Odoo
1657683,34.8,Bestand Odoo
1657738,80.7,Bestand Odoo
1657739,80.7,Bestand Odoo
1657750,53.2,Bestand Odoo
1657753,53.2,Bestand Odoo
1657754,40.0,Bestand Odoo
1657755,40.0,Bestand Odoo
1657756,53.2,Bestand Odoo
1657757,53.2,Bestand Odoo
1657758,53.2,Bestand Odoo
1657759,53.2,Bestand Odoo
1657764,40.0,Bestand Odoo
1657765,40.0,Bestand Odoo
1657766,40.0,Bestand Odoo
1657767,40.0,Bestand Odoo
1657768,40.0,Bestand Odoo
1657770,47.2,Bestand Odoo
1657771,47.2,Bestand Odoo
1657772,47.2,Bestand Odoo
1657773,47.2,Bestand Odoo
1657788,60.0,Bestand Odoo
1657789,60.0,Bestand Odoo
1657791,60.0,Bestand Odoo
1657793,47.0,Bestand Odoo
1657795,47.14,Bestand Odoo
1657796,47.2,Bestand Odoo
1657801,53.98,Bestand Odoo
1657802,53.6,Bestand Odoo
1657803,53.6,Bestand Odoo
1657808,47.02,Bestand Odoo
1657809,47.05,Bestand Odoo
1657810,53.95,Bestand Odoo
1657811,53.6,Bestand Odoo
1657813,53.99,Bestand Odoo
1657818,90.79,Bestand Odoo
1657819,90.79,Bestand Odoo
1657820,90.79,Bestand Odoo
1657821,90.79,Bestand Odoo
1657868,53.2,Bestand Odoo
1657869,58.8,Bestand Odoo
1657870,58.8,Bestand Odoo
1657872,53.2,Bestand Odoo
1657873,53.2,Bestand Odoo
1657875,53.2,Bestand Odoo
1657876,47.2,Bestand Odoo
1657877,53.2,Bestand Odoo
1657879,47.2,Bestand Odoo
1657918,51.68,Bestand Odoo
1657919,51.73,Bestand Odoo
1657921,42.0,Bestand Odoo
1657922,42.0,Bestand Odoo
1657924,46.0,Bestand Odoo
1657925,46.0,Bestand Odoo
1657926,46.0,Bestand Odoo
1657934,46.0,Bestand Odoo
1657936,46.0,Bestand Odoo
1657938,50.0,Bestand Odoo
1657940,50.0,Bestand Odoo
1657941,44.4,Bestand Odoo
1657944,44.4,Bestand Odoo
1657945,51.6,Bestand Odoo
1657947,51.72,Bestand Odoo
1657962,52.0,Bestand Odoo
1657963,52.0,Bestand Odoo
1657998,36.8,Bestand Odoo
1657999,36.8,Bestand Odoo
1658002,36.8,Bestand Odoo
1658005,36.8,Bestand Odoo
1658006,36.8,Bestand Odoo
1658011,40.98,Bestand Odoo
1658012,41.0,Bestand Odoo
1658013,41.0,Bestand Odoo
1658014,41.0,Bestand Odoo
1658019,32.4,Bestand Odoo
1658021,32.4,Bestand Odoo
1658022,32.4,Bestand Odoo
1658032,47.0,Bestand Odoo
1658033,47.0,Bestand Odoo
1658053,36.0,Bestand Odoo
1658057,47.2,Bestand Odoo
1658058,47.2,Bestand Odoo
1658061,51.68,Bestand Odoo
1658064,52.0,Bestand Odoo
1658066,47.02,Bestand Odoo
1658067,47.01,Bestand Odoo
1658068,47.0,Bestand Odoo
1658069,47.07,Bestand Odoo
1658070,47.01,Bestand Odoo
1658081,48.98,Bestand Odoo
1658083,48.8,Bestand Odoo
1658084,48.97,Bestand Odoo
1658117,52.0,Bestand Odoo
1658118,52.0,Bestand Odoo
1658125,52.0,Bestand Odoo
1658126,52.0,Bestand Odoo
1658127,52.0,Bestand Odoo
1658129,66.0,Bestand Odoo
1658130,66.0,Bestand Odoo
1658131,66.0,Bestand Odoo
1658152,44.4,Bestand Odoo
1658166,40.0,Bestand Odoo
1658167,40.0,Bestand Odoo
1658168,40.0,Bestand Odoo
1658169,40.0,Bestand Odoo
1658178,40.8,Bestand Odoo
1658181,40.8,Bestand Odoo
1658193,47.6,Bestand Odoo
1658196,47.6,Bestand Odoo
1658218,82.0,Bestand Odoo
1658219,82.0,Bestand Odoo
1658234,66.0,Bestand Odoo
1658242,57.6,Bestand Odoo
1658243,57.6,Bestand Odoo
1658245,57.6,Bestand Odoo
1658247,57.6,Bestand Odoo
1658248,57.6,Bestand Odoo
1658249,57.6,Bestand Odoo
1658250,62.04,Bestand Odoo
1658251,62.01,Bestand Odoo
1658252,62.09,Bestand Odoo
1658255,66.38,Bestand Odoo
1658256,66.4,Bestand Odoo
1658258,69.96000000000001,Bestand Odoo
1658265,67.6,Bestand Odoo
1658266,67.98,Bestand Odoo
1658267,68.0,Bestand Odoo
1658270,61.2,Bestand Odoo
1658271,61.0,Bestand Odoo
1658293,57.2,Bestand Odoo
1658304,67.82000000000001,Bestand Odoo
1658306,67.8,Bestand Odoo
1658307,67.98,Bestand Odoo
1658308,40.0,Bestand Odoo
1658309,40.0,Bestand Odoo
1658311,40.0,Bestand Odoo
1658312,48.0,Bestand Odoo
1658315,40.4,Bestand Odoo
1658316,40.4,Bestand Odoo
1658317,40.4,Bestand Odoo
1658330,57.2,Bestand Odoo
1658343,48.0,Bestand Odoo
1658344,48.0,Bestand Odoo
1658345,48.0,Bestand Odoo
1658346,48.0,Bestand Odoo
1658347,48.0,Bestand Odoo
1658348,48.0,Bestand Odoo
1658349,54.0,Bestand Odoo
1658350,54.0,Bestand Odoo
1658351,54.0,Bestand Odoo
1658352,54.0,Bestand Odoo
1658354,48.0,Bestand Odoo
1658377,31.7,Bestand Odoo
1658378,32.0,Bestand Odoo
1658379,32.0,Bestand Odoo
1658380,32.0,Bestand Odoo
1658391,38.0,Bestand Odoo
1658392,38.0,Bestand Odoo
1658393,38.0,Bestand Odoo
1658394,31.98,Bestand Odoo
1658395,32.0,Bestand Odoo
1658396,32.0,Bestand Odoo
1658397,31.78,Bestand Odoo
1658410,40.0,Bestand Odoo
1658411,40.0,Bestand Odoo
1658950,56.0,Bestand Odoo
1658951,56.0,Bestand Odoo
1658952,44.0,Bestand Odoo
1658953,44.0,Bestand Odoo
1658954,32.0,Bestand Odoo
1658955,32.0,Bestand Odoo
1659099,39.92,Bestand Odoo
1659100,39.98,Bestand Odoo
1659102,39.92,Bestand Odoo
1659104,39.98,Bestand Odoo
1659105,39.97,Bestand Odoo
1659107,39.99,Bestand Odoo
1659109,40.0,Bestand Odoo
1659110,39.98,Bestand Odoo
1659179,39.98,Bestand Odoo
1659180,39.97,Bestand Odoo
1659181,39.95,Bestand Odoo
1659182,40.0,Bestand Odoo
1659189,47.99,Bestand Odoo
1659191,46.0,Bestand Odoo
1659194,47.94,Bestand Odoo
1659204,68.0,Bestand Odoo
1659206,68.0,Bestand Odoo
1659207,70.0,Bestand Odoo
1659208,70.0,Bestand Odoo
1659209,70.0,Bestand Odoo
1659218,55.98,Bestand Odoo
1659220,55.92,Bestand Odoo
1659223,47.97,Bestand Odoo
1659241,46.1,Bestand Odoo
1659248,47.95,Bestand Odoo
1659266,51.68,Bestand Odoo
1659281,64.0,Bestand Odoo
1659291,52.0,Bestand Odoo
1659295,56.0,Bestand Odoo
1659296,56.0,Bestand Odoo
1659303,64.0,Bestand Odoo
1659304,64.0,Bestand Odoo
1659306,60.0,Bestand Odoo
1659307,60.0,Bestand Odoo
1659312,56.0,Bestand Odoo
1659313,56.0,Bestand Odoo
1659315,56.0,Bestand Odoo
1659316,56.0,Bestand Odoo
1659317,60.0,Bestand Odoo
1659321,64.0,Bestand Odoo
1659322,64.0,Bestand Odoo
1659334,87.7,Bestand Odoo
1659335,87.8,Bestand Odoo
1659336,87.60000000000001,Bestand Odoo
1659337,87.68,Bestand Odoo
1659338,64.0,Bestand Odoo
1659468,32.83,Bestand Odoo
1659470,32.83,Bestand Odoo
1659472,32.83,Bestand Odoo
1659474,32.83,Bestand Odoo
1659475,32.83,Bestand Odoo
1659476,32.83,Bestand Odoo
1659477,32.83,Bestand Odoo
1659478,32.83,Bestand Odoo
1659509,38.71,Bestand Odoo
1659510,27.69,Bestand Odoo
1659512,27.69,Bestand Odoo
1659514,27.69,Bestand Odoo
1659515,27.69,Bestand Odoo
1659537,38.71,Bestand Odoo
1659538,38.71,Bestand Odoo
1659539,40.92,Bestand Odoo
1659540,38.71,Bestand Odoo
1659545,14.46,Bestand Odoo
1659546,14.46,Bestand Odoo
1659547,14.46,Bestand Odoo
1659549,23.52,Bestand Odoo
1659550,23.52,Bestand Odoo
1659552,23.52,Bestand Odoo
1659553,23.52,Bestand Odoo
1659554,23.52,Bestand Odoo
1659556,27.69,Bestand Odoo
1659558,27.69,Bestand Odoo
1659559,27.69,Bestand Odoo
1659560,27.69,Bestand Odoo
1660055,51.0,Bestand Odoo
1660056,51.0,Bestand Odoo
1660060,22.5,Bestand Odoo
1660061,22.5,Bestand Odoo
1660080,39.21,Bestand Odoo
1660081,41.69,Bestand Odoo
1660082,41.69,Bestand Odoo
1660083,41.69,Bestand Odoo
1660142,39.97,Bestand Odoo
1660146,39.84,Bestand Odoo
1660149,39.98,Bestand Odoo
1660150,40.0,Bestand Odoo
1660153,37.72,Bestand Odoo
1660155,37.72,Bestand Odoo
1660160,37.72,Bestand Odoo
1660162,37.72,Bestand Odoo
1660167,45.0,Bestand Odoo
1660169,39.21,Bestand Odoo
1660170,41.69,Bestand Odoo
1660173,45.0,Bestand Odoo
1660175,41.69,Bestand Odoo
1660177,41.69,Bestand Odoo
1660181,41.69,Bestand Odoo
1660182,41.69,Bestand Odoo
1660183,39.21,Bestand Odoo
1660185,41.69,Bestand Odoo
1660195,41.96,Bestand Odoo
1660196,41.69,Bestand Odoo
1660243,39.21,Bestand Odoo
1660265,48.05,Bestand Odoo
1660270,45.84,Bestand Odoo
1660276,48.01,Bestand Odoo
1660279,48.01,Bestand Odoo
1660290,48.02,Bestand Odoo
1660342,63.11,Bestand Odoo
1660348,68.12,Bestand Odoo
1660349,68.24,Bestand Odoo
1660360,39.21,Bestand Odoo
1660361,35.24,Bestand Odoo
1660362,48.25,Bestand Odoo
1660365,39.21,Bestand Odoo
1660369,35.24,Bestand Odoo
1660372,35.24,Bestand Odoo
1660374,35.24,Bestand Odoo
1660375,39.21,Bestand Odoo
1660380,35.24,Bestand Odoo
1660382,40.0,Bestand Odoo
1660383,35.24,Bestand Odoo
1660387,34.0,Bestand Odoo
1660388,35.24,Bestand Odoo
1660390,42.0,Bestand Odoo
1660391,34.0,Bestand Odoo
1660392,42.0,Bestand Odoo
1660393,40.0,Bestand Odoo
1660395,35.24,Bestand Odoo
1660396,34.0,Bestand Odoo
1660397,35.24,Bestand Odoo
1660398,49.63,Bestand Odoo
1660399,34.0,Bestand Odoo
1660400,34.0,Bestand Odoo
1660401,40.0,Bestand Odoo
1660403,42.0,Bestand Odoo
1660404,54.98,Bestand Odoo
1660405,34.0,Bestand Odoo
1660406,34.0,Bestand Odoo
1660407,39.99,Bestand Odoo
1660410,55.0,Bestand Odoo
1660413,52.02,Bestand Odoo
1660414,40.0,Bestand Odoo
1660417,39.21,Bestand Odoo
1660421,55.0,Bestand Odoo
1660423,41.0,Bestand Odoo
1660425,41.07,Bestand Odoo
1660432,39.21,Bestand Odoo
1660434,52.08,Bestand Odoo
1660435,39.21,Bestand Odoo
1660438,39.21,Bestand Odoo
1660445,48.0,Bestand Odoo
1660446,51.1,Bestand Odoo
1660448,34.0,Bestand Odoo
1660453,39.21,Bestand Odoo
1660464,46.01,Bestand Odoo
1660537,61.91,Bestand Odoo
1660551,40.0,Bestand Odoo
1660595,49.63,Bestand Odoo
1660788,71.02,Bestand Odoo
1660790,59.95,Bestand Odoo
1660794,81.91,Bestand Odoo
1660795,54.15,Bestand Odoo
1660800,50.92,Bestand Odoo
1660801,81.91,Bestand Odoo
1660830,46.34,Bestand Odoo
1660836,46.34,Bestand Odoo
1660837,38.03,Bestand Odoo
1660841,38.03,Bestand Odoo
1660846,81.91,Bestand Odoo
1660848,38.03,Bestand Odoo
1660856,102.0,Bestand Odoo
1660861,102.0,Bestand Odoo
1660871,83.0,Bestand Odoo
1660887,102.0,Bestand Odoo
1660888,83.0,Bestand Odoo
1660906,51.97,Bestand Odoo
1660924,34.38,Bestand Odoo
1660930,38.25,Bestand Odoo
1660945,28.85,Bestand Odoo
1660952,28.84,Bestand Odoo
1660959,36.7,Bestand Odoo
1660963,89.0,Bestand Odoo
1660970,83.01,Bestand Odoo
1660986,73.0,Bestand Odoo
1661000,31.77,Bestand Odoo
1661008,60.0,Bestand Odoo
1661013,19.68,Bestand Odoo
1661016,22.04,Bestand Odoo
1661018,56.02,Bestand Odoo
1661024,20.05,Bestand Odoo
1661026,25.93,Bestand Odoo
1661028,26.89,Bestand Odoo
1661030,23.71,Bestand Odoo
1661032,20.86,Bestand Odoo
1661035,36.0,Bestand Odoo
1661040,18.49,Bestand Odoo
1661043,20.86,Bestand Odoo
1661045,27.0,Bestand Odoo
1661048,23.71,Bestand Odoo
1661050,23.71,Bestand Odoo
1661051,25.57,Bestand Odoo
1661065,23.47,Bestand Odoo
1661070,30.25,Bestand Odoo
1661083,23.47,Bestand Odoo
1661127,23.47,Bestand Odoo
1661135,31.9,Bestand Odoo
